0,0.0
1,0.16
2,0.0
3,0.19
4,0.01
5,0.01
6,1.0
7,0.57
8,0.54
9,0.28
10,0.18
11,0.01
12,0.35
13,0.99
14,0.0
15,0.43
16,0.97
17,0.01
18,0.06
19,0.0
20,0.75
21,0.04
22,0.08
23,0.6
24,0.21
25,0.0
26,0.18
27,0.93
28,0.16
29,0.96
30,0.28
31,0.81
32,0.09
33,0.68
34,0.67
35,0.98
36,0.01
37,0.31
38,0.0
39,0.99
40,0.68
41,0.53
42,0.89
43,0.37
44,0.5
45,0.25
46,0.0
47,0.93
48,0.28
49,0.58
50,0.29
51,0.38
52,0.98
53,0.66
54,0.72
55,0.0
56,0.71
57,0.21
58,1.0
59,0.0
60,0.3
61,0.0
62,0.98
63,0.24
64,0.04
65,0.11
66,0.83
67,0.82
68,0.19
69,0.0
70,0.81
71,0.18
72,0.36
73,0.03
74,0.02
75,0.99
76,0.85
77,0.99
78,0.38
79,0.29
80,0.65
81,0.98
82,0.0
83,0.92
84,0.01
85,0.72
86,0.0
87,0.0
88,0.01
89,0.23
90,0.0
91,0.61
92,0.08
93,0.3
94,0.0
95,0.76
96,0.31
97,0.56
98,0.0
99,0.18
100,0.25
101,0.15
102,0.92
103,0.89
104,0.18
105,0.91
106,0.37
107,0.0
108,0.62
109,0.0
110,0.0
111,0.24
112,0.04
113,0.0
114,0.48
115,0.0
116,0.27
117,0.86
118,0.97
119,0.7
120,1.0
121,0.0
122,0.01
123,0.0
124,0.09
125,0.55
126,0.04
127,0.91
128,0.41
129,0.07
130,0.36
131,0.97
132,0.02
133,0.02
134,0.46
135,0.21
136,0.02
137,0.04
138,0.33
139,0.01
140,0.06
141,0.02
142,0.0
143,0.36
144,0.0
145,0.87
146,0.41
147,0.81
148,0.97
149,0.97
150,0.97
151,0.74
152,0.13
153,0.34
154,0.14
155,0.23
156,0.06
157,0.93
158,0.0
159,0.05
160,0.93
161,0.97
162,0.02
163,1.0
164,0.49
165,0.08
166,0.99
167,0.87
168,0.79
169,0.56
170,0.86
171,0.99
172,0.01
173,0.27
174,0.55
175,0.76
176,0.0
177,0.88
178,0.62
179,0.99
180,0.38
181,0.35
182,0.05
183,0.0
184,0.01
185,0.0
186,0.01
187,0.91
188,0.01
189,0.0
190,0.98
191,0.43
192,0.0
193,0.87
194,0.74
195,0.06
196,0.53
197,0.03
198,0.89
199,0.45
200,0.0
201,0.91
202,0.17
203,0.83
204,0.0
205,0.27
206,0.0
207,0.0
208,0.62
209,0.18
210,0.06
211,0.0
212,0.14
213,1.0
214,0.99
215,0.02
216,0.01
217,0.99
218,0.0
219,0.34
220,0.24
221,0.94
222,0.07
223,0.44
224,0.03
225,0.84
226,0.95
227,0.6
228,0.99
229,0.98
230,0.88
231,0.0
232,1.0
233,1.0
234,0.04
235,0.31
236,0.82
237,0.0
238,0.32
239,0.96
240,0.0
241,0.13
242,0.56
243,0.97
244,0.0
245,0.88
246,1.0
247,0.0
248,0.07
249,0.78
250,0.01
251,0.02
252,0.37
253,0.64
254,0.06
255,0.13
256,0.21
257,0.98
258,0.3
259,1.0
260,0.95
261,0.15
262,0.89
263,0.45
264,0.41
265,0.73
266,0.31
267,0.9
268,0.36
269,0.97
270,0.39
271,0.04
272,0.0
273,0.42
274,0.68
275,0.99
276,0.99
277,0.78
278,0.95
279,0.29
280,0.99
281,0.9
282,0.03
283,0.12
284,0.84
285,0.61
286,0.04
287,1.0
288,0.79
289,0.84
290,0.96
291,0.77
292,0.37
293,0.07
294,0.95
295,0.99
296,0.0
297,0.57
298,0.0
299,0.0
300,0.07
301,0.62
302,0.12
303,0.25
304,0.1
305,0.06
306,0.05
307,0.94
308,0.0
309,0.52
310,0.03
311,0.01
312,0.38
313,0.02
314,0.95
315,0.88
316,0.51
317,0.05
318,0.01
319,0.71
320,0.13
321,0.32
322,0.97
323,0.69
324,0.84
325,0.13
326,0.44
327,0.1
328,0.92
329,0.56
330,0.55
331,0.42
332,0.03
333,0.93
334,0.97
335,0.19
336,0.99
337,0.85
338,0.05
339,0.79
340,0.95
341,0.53
342,0.24
343,0.64
344,0.08
345,0.45
346,0.0
347,0.0
348,0.15
349,0.43
